연번,상가유형,호선,역사명,상가번호,면적(제곱미터),영업업종,계약시작일자,계약종료일자,월임대료
1599,개별(일반),8,가락시장(8)역,817-106,19.84,기타,2020-02-11,2025-03-11,1012000
1600,개별(일반),8,가락시장(8)역,817-107,24.61,제과,2019-12-18,2025-01-16,2186000
1601,네트워크,8,문정역,818-101,30,편의점,2016-07-25,2021-11-17,5552551
1602,네트워크,8,장지역,819-101,35.2,편의점,2016-07-25,2021-11-17,11392786
1603,개별(일반),8,장지역,819-102,38.82,의약업,2020-08-31,2025-09-30,4710000
1604,개별(일반),8,장지역,819-103,12.85,플라워,2020-08-03,2025-09-02,2500000
1605,네트워크,8,복정역,820-101,50,편의점,2016-07-25,2021-11-17,8911248
1606,네트워크,8,산성역,821-101,30,편의점,2016-07-25,2021-11-17,6116450
1607,개별(일반),8,남한산성입구역,822-101,34.32,기타,2021-05-13,2026-06-12,2300000
1608,네트워크,8,남한산성입구역,822-201,36,편의점,2016-07-25,2021-11-17,12353088
1609,개별(일반),8,남한산성입구역,822-202,22.09,식음료,2019-12-10,2025-01-08,1590000
1610,공실,8,남한산성입구역,822-203,54.76,,,,
1611,네트워크,8,남한산성입구역,822-204,34.18,액세서리,2018-05-09,2023-07-07,1977511
1612,개별(일반),8,남한산성입구역,822-205,17,식음료,2019-10-29,2024-11-27,1666600
1613,공실,8,단대오거리역,823-101,42.5,,,,
1614,개별(일반),8,단대오거리역,823-102,36.78,기타,2021-01-21,2026-02-20,1700000
1615,네트워크,8,단대오거리역,823-201,32.5,편의점,2016-07-25,2021-11-17,8712991
1616,공실,8,단대오거리역,823-202,28.97,,,,
1617,개별(일반),8,단대오거리역,823-203,54.03,식음료,2018-08-31,2023-09-29,7630000
1618,개별(일반),8,단대오거리역,823-204,75.09,의류,2021-03-18,2026-04-17,3780000
1619,네트워크,8,신흥역,824-101,40,편의점,2016-07-25,2021-11-17,6124682
1620,네트워크,8,수진역,825-101,40,편의점,2016-07-25,2021-11-17,5575875
1621,네트워크,8,모란역,826-101,50,편의점,2016-07-25,2021-11-17,5831070
