"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","회원모집총인원","세부업종명","법인명"
"3140000","CDFH3301062006000004","20061019","","04","취소/말소/만료/정지/중지","35","직권말소","20190806","","","","","","","서울특별시 양천구 목동 933번지 목동삼익아파트 ","서울특별시 양천구 목동동로12길 45 지층 (목동 목동삼익아파트)","08007","삼익헬스","20190806171648","U","2019-08-08 02:40:00.0","","189021.797866206    ","446740.576354849    ","체력단련장업","사립","","","","","","",""
"3150000","CDFH3301062012000001","20120113","","03","폐업","03","폐업","20180605","","","","2661-8253","","157847","서울특별시 강서구 방화동 567-4번지 삼정코아 204-1호","서울특별시 강서구 방화동로 126 204-1호 (방화동 삼정코아)","07604","투독스짐 방화점","20180605171817","I","2018-08-31 23:59:59.0","","183315.556652953    ","452204.165533971    ","체력단련장업","사립","","1","","","","",""
"3150000","CDFH3301062012000002","20120113","","03","폐업","03","폐업","20120416","","","","","","157910","서울특별시 강서구 화곡동 935-15번지 2층 ","서울특별시 강서구 월정로 104 2층 (화곡동)","157910","영상스포츠랜드","20120416162928","I","2018-08-31 23:59:59.0","","185732.895750354    ","447380.297316673    ","체력단련장업","사립","","1","","","","",""
"3150000","CDFH3301061994000001","19940604","","03","폐업","03","폐업","20031215","","","","675-2668","","157884","서울특별시 강서구 화곡동 377-3번지 ","서울특별시 강서구 화곡로20길 58  (화곡동)","","스타헬스","20061227150335","I","2018-08-31 23:59:59.0","","185498.651188209    ","448411.263581927    ","체력단련장업","사립","0","","","","","",""
"3150000","CDFH3301062018000003","20180207","","03","폐업","03","폐업","20180228","","","","2666-0053","","","서울특별시 강서구 마곡동 743-4번지 마곡엠밸리7단지 1층 704동 101호","서울특별시 강서구 마곡서로 133 704동 1층 101호 (마곡동 마곡엠밸리7단지)","07798","M밸리레포츠","20180228142113","I","2018-08-31 23:59:59.0","","184368.686658363    ","451726.49215700000  ","체력단련장업","사립","","2","","14328.01","","",""
"3150000","CDFH3301061997000004","19970701","","03","폐업","03","폐업","20110120","","","","658-6033","","157280","서울특별시 강서구 내발산동 646번지 ","서울특별시 강서구 공항대로 284  (내발산동)","","다정헬스","20110120152951","I","2018-08-31 23:59:59.0","","185714.792623613    ","450665.263858368    ","체력단련장업","사립","","0","0","0","","",""
"3150000","CDFH3301062009000005","20091008","","03","폐업","03","폐업","20150309","","","","2690-0210","","157884","서울특별시 강서구 화곡동 377-8번지 6층 일부 ","서울특별시 강서구 가로공원로 187 6층일부층 (화곡동)","157884","강서나누리 운동센터","20150309170830","I","2018-08-31 23:59:59.0","","185500.498361103    ","448361.495133865    ","체력단련장업","사립","","1","1","4735.96","","",""
"3150000","CDFH3301062002000009","20021010","","03","폐업","03","폐업","20021216","","","","2608-6019","","157917","서울특별시 강서구 화곡동 1005-1번지 1층 ","서울특별시 강서구 강서로 248  (화곡동1층)","","합기도검무관","20051216110645","I","2018-08-31 23:59:59.0","","185559.22813300000  ","449821.86359800000  ","체력단련장업","사립","0","","","","","",""
"3150000","CDFH3301062005000008","20051208","","03","폐업","03","폐업","20101007","","","","1544-6858","","157840","서울특별시 강서구 등촌동 639-11번지 홈플러스 강서점  4층 ","서울특별시 강서구 화곡로 398  (등촌동홈플러스 강서점  4층)","","(주) 알유휘트니스코리아","20101007100719","I","2018-08-31 23:59:59.0","","187119.948165892    ","450691.593173724    ","체력단련장업","사립","0","2","1","59109","","",""
"3150000","CDFH3301062007000003","20070502","","03","폐업","03","폐업","20150831","","","","2692-8527","","157918","서울특별시 강서구 화곡동 1024-10번지 4층 ","서울특별시 강서구 강서로 207 (화곡동4층)","","로얄헬스","20150831161225","I","2018-08-31 23:59:59.0","","185559.921734415    ","449137.594380745    ","체력단련장업","사립","","","","1078.77","","",""
"3150000","CDFH3301062000000007","20000714","","03","폐업","03","폐업","20120329","","","","2649-4965","","157837","서울특별시 강서구 등촌동 566-20번지 우덕빌딩 5층 ","서울특별시 강서구 등촌로 69  (등촌동우덕빌딩 5층)","","헬스파워","20120329155341","I","2018-08-31 23:59:59.0","","187835.843096148    ","448230.853037345    ","체력단련장업","사립","0","","","","","",""
"3150000","CDFH3301061998000001","19980114","","03","폐업","03","폐업","20010402","","","","3663-1393","","157807","서울특별시 강서구 가양동 1478번지 가양4단지상가302호 ","서울특별시 강서구 양천로57길 37  (가양동가양4단지상가302호)","","구암헬스","20030418115037","I","2018-08-31 23:59:59.0","","186845.655193795    ","451427.035216251    ","체력단련장업","사립","","0","0","0","","",""
"3150000","CDFH3301061998000002","19980225","","03","폐업","03","폐업","20010320","","","","661-9438","","157847","서울특별시 강서구 방화동 286-1번지 ","서울특별시 강서구 양천로23길 9  (방화동)","","헬스타임","20030418115037","I","2018-08-31 23:59:59.0","","183599.484796013    ","452409.070679958    ","체력단련장업","사립","","0","0","0","","",""
"3150000","CDFH3301062001000003","20010621","","03","폐업","03","폐업","20040801","","","","2661-6095","","157835","서울특별시 강서구 내발산동 719-8번지 ","서울특별시 강서구 강서로 275  (내발산동)","","월드휘트니스헬스크럽","20060222163444","I","2018-08-31 23:59:59.0","","185442.723596957    ","449789.722031071    ","체력단련장업","사립","0","","","","","",""
"3150000","CDFH3301061998000003","19980316","","03","폐업","03","폐업","20000822","","","","693-4802","","157910","서울특별시 강서구 화곡동 937-14번지 31 ","서울특별시 강서구 월정로 114  (화곡동31)","","헬스빌","20030418115037","I","2018-08-31 23:59:59.0","","185695.59356134     ","447468.836493019    ","체력단련장업","사립","","0","0","0","","",""
"3150000","CDFH3301062016000012","20161011","","03","폐업","03","폐업","20200424","","","","02-6741-1010","","","서울특별시 강서구 마곡동 794번지 문영비즈웍스 501호","서울특별시 강서구 강서로 391 501호 (마곡동 문영비즈웍스)","07803","리커버리짐","20200424200040","U","2020-04-26 02:40:00.0","","185674              ","450942              ","체력단련장업","사립","","1","","12709.24","","",""
"3150000","CDFH3301061996000003","19960325","","03","폐업","03","폐업","20030324","","","","696-2300","","157910","서울특별시 강서구 화곡동 938-19번지 ","서울특별시 강서구 곰달래로 54  (화곡동)","","유진헬스피아","20030418115037","I","2018-08-31 23:59:59.0","","185684.894440424    ","447532.217283307    ","체력단련장업","사립","","0","0","0","","",""
"3150000","CDFH3301061996000001","19960116","","03","폐업","03","폐업","20110308","","","","664-8840","","157850","서울특별시 강서구 방화동 560-5번지 ","서울특별시 강서구 양천로 52  (방화동)","","헬스피아","20110308143516","I","2018-08-31 23:59:59.0","","183116.294494255    ","452309.686583372    ","체력단련장업","사립","","0","0","0","","",""
"3150000","CDFH3301061998000005","19980810","","03","폐업","03","폐업","20041208","","","","690-5087","","157910","서울특별시 강서구 화곡동 913-5번지 2층 ","서울특별시 강서구 강서로5나길 88  (화곡동2층)","","남여파워헬스크럽","20051216134854","I","2018-08-31 23:59:59.0","","186083.50977844     ","447378.904571819    ","체력단련장업","사립","0","","","","","",""
"3150000","CDFH3301062011000002","20110128","","03","폐업","03","폐업","20160614","","","","2666-5454","","157857","서울특별시 강서구 방화동 829-4번지 금강프라자 B01호B02호B03호 ","서울특별시 강서구 금낭화로 135  (방화동금강프라자 B01호B02호B03호)","","뉴욕토탈휘트니스","20160614172930","I","2018-08-31 23:59:59.0","","183366.101249557    ","452817.469477897    ","체력단련장업","사립","","2","1","14384.26","","",""
"3150000","CDFH3301061994000003","19941210","","03","폐업","03","폐업","20130429","","","","605-0084","","157835","서울특별시 강서구 내발산동 723-1번지 10호 ","서울특별시 강서구 강서로45나길 16  (내발산동10호)","","송화헬스크럽","20130429141701","I","2018-08-31 23:59:59.0","","185416.826689792    ","449644.610830832    ","체력단련장업","사립","0","","","1830.3","","",""
"3150000","CDFH3301062003000004","20030630","","03","폐업","03","폐업","20130508","","","","2659-8754","","157806","서울특별시 강서구 가양동 1460번지 하강타운 상가 301 ","서울특별시 강서구 허준로 23  (가양동하강타운 상가 301)","","JOY 휘트니스","20130508164859","I","2018-08-31 23:59:59.0","","186236.281118291    ","452133.277893616    ","체력단련장업","사립","0","1","","","","",""
"3150000","CDFH3301062003000005","20030718","","03","폐업","03","폐업","20081229","","","","2065-7310","","157926","서울특별시 강서구 화곡동 1091번지 ","서울특별시 강서구 화곡로13길 107  (화곡동)","","대우그랜드 스포츠클럽","20081229134023","I","2018-08-31 23:59:59.0","","185034.346957949    ","449164.972451344    ","체력단련장업","사립","0","2","","","","",""
"3150000","CDFH3301061997000001","19971124","","03","폐업","03","폐업","20030409","","","","655-2517","","157897","서울특별시 강서구 화곡동 776-7번지 ","서울특별시 강서구 곰달래로 271  (화곡동)","","준헬스크럽","20030418115037","I","2018-08-31 23:59:59.0","","187837.468383954    ","447818.545613215    ","체력단련장업","사립","","0","0","0","","",""
"3150000","CDFH3301062000000003","20001116","","03","폐업","03","폐업","20031223","","","","667-0115","","157850","서울특별시 강서구 방화동 559-5번지 ","서울특별시 강서구 양천로14길 16  (방화동)","","한국헬스크럽","20031229104428","I","2018-08-31 23:59:59.0","","183147.775733197    ","452259.11212305     ","체력단련장업","사립","0","","","","","",""
"3150000","CDFH3301062000000005","20000429","","03","폐업","03","폐업","20050912","","","","3661-0550","","157806","서울특별시 강서구 가양동 1458-5번지 ","서울특별시 강서구 허준로 12  (가양동)","","미성헬스","20050912165520","I","2018-08-31 23:59:59.0","","186068.295788582    ","452026.079084842    ","체력단련장업","사립","0","","","","","",""
"3150000","CDFH3301062000000011","20001127","","03","폐업","03","폐업","20051231","","","","","","157881","서울특별시 강서구 화곡동 346-2번지 3 ","서울특별시 강서구 강서로 53  (화곡동3)","","월드여성전용헬스클럽","20060105160947","I","2018-08-31 23:59:59.0","","186314.654094       ","447817.439768898    ","체력단련장업","사립","0","","","","","",""
"3150000","CDFH3301061999000001","19990604","","03","폐업","03","폐업","20041214","","","","","","157918","서울특별시 강서구 화곡동 1024-10번지 ","서울특별시 강서구 강서로 207  (화곡동)","","국민헬스","20041214141034","I","2018-08-31 23:59:59.0","","185559.921734415    ","449137.594380745    ","체력단련장업","사립","0","","","","","",""
"3150000","CDFH3301061996000004","19960408","","03","폐업","03","폐업","20031208","","","","604-6962","","157923","서울특별시 강서구 화곡동 1052-4번지 5호 ","서울특별시 강서구 강서로 186  (화곡동5호)","","헬스라인","20031208164744","I","2018-08-31 23:59:59.0","","185744.937730763    ","449003.308870038    ","체력단련장업","사립","0","","","","","",""
"3150000","CDFH3301061996000002","19960207","","03","폐업","03","폐업","20110103","","","","603-5959","","157904","서울특별시 강서구 화곡동 874-12번지 3층일부 4층 ","서울특별시 강서구 곰달래로 184  (화곡동3층일부 4층)","","코리아휘트니스","20110103153856","I","2018-08-31 23:59:59.0","","186976.341873958    ","447644.022955148    ","체력단련장업","사립","0","1","","980.1","","",""
"3150000","CDFH3301062000000002","20000421","","03","폐업","03","폐업","20021213","","","","653-1742","","157864","서울특별시 강서구 염창동 282-22번지 ","서울특별시 강서구 공항대로 629  (염창동)","","용헬스크럽","20030418115037","I","2018-08-31 23:59:59.0","","188872.058097899    ","449451.023714108    ","체력단련장업","사립","","0","0","0","","",""
"3150000","CDFH3301062004000007","20040701","","03","폐업","03","폐업","20171116","","","","2664-0114","","157811","서울특별시 강서구 공항동 12-3번지 공항중학교내 ","서울특별시 강서구 방화대로 241 (공항동)","07618","공항 스포렉스","20171116172133","I","2018-08-31 23:59:59.0","","183616.909722477    ","451162.786903497    ","체력단련장업","사립","Y","","","20125.33","","",""
"3150000","CDFH3301061991000001","19910614","","03","폐업","03","폐업","20090615","","","","642-6993","","157898","서울특별시 강서구 화곡동 800-1번지 ","서울특별시 강서구 곰달래로53길 19  (화곡동)","","올림피아헬스크럽","20090615133336","I","2018-08-31 23:59:59.0","","187515.980612791    ","447841.752020724    ","체력단련장업","사립","","0","0","0","","",""
"3150000","CDFH3301061992000001","19920422","","03","폐업","03","폐업","20010703","","","","663-7898","","157847","서울특별시 강서구 방화동 285-14번지 ","서울특별시 강서구 양천로24가길 18  (방화동)","","강동헬스","20030418115037","I","2018-08-31 23:59:59.0","","183548.293702946    ","452303.518832496    ","체력단련장업","사립","","0","0","0","","",""
"3150000","CDFH3301062019000015","20191127","","01","영업/정상","13","영업중","","","","","02-6022-5666","","","서울특별시 강서구 마곡동 760번지 마곡나루역보타닉푸르지오시티 지층 B-104~B-110호 ","서울특별시 강서구 마곡중앙5로 6 마곡나루역보타닉푸르지오시티 지층 B-104~B-110호 (마곡동)","07788","어썸 플레이스 짐","20200109220226","U","2020-01-11 02:40:00.0","","184650              ","451667              ","체력단련장업","사립","","1","","106200.4","","",""
"3150000","CDFH3301062019000012","20190925","","01","영업/정상","13","영업중","","","","","02-2659-7887","","","서울특별시 강서구 마곡동 776번지 마곡파크뷰대방디엠시티오피스텔 209~211 213~223호 ","서울특별시 강서구 마곡동로10길 23 마곡파크뷰대방디엠시티오피스텔 209~211 213~223호 (마곡동)","07791","대방 스포츠센터","20200302192254","U","2020-03-04 02:40:00.0","","","","체력단련장업","사립","","2","","53944.59","","",""
"3150000","CDFH3301062019000009","20190710","","01","영업/정상","13","영업중","","","","","3665-9015","","","서울특별시 강서구 마곡동 794-1번지 우성에스비타워 11층 ","서울특별시 강서구 강서로 385 우성에스비타워 11층 (마곡동)","07803","엠스타 휘트니스","20200407221926","U","2020-04-09 02:40:00.0","","185660              ","450884              ","체력단련장업","사립","","3","","26217.02","","",""
"3150000","CDFH3301062019000011","20190911","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 마곡동 800-4번지 발산W타워 310호","서울특별시 강서구 공항대로 222 발산W타워 310호 (마곡동)","07806","POSTURE FIT","20190911135542","I","2019-09-13 02:22:26.0","","","","체력단련장업","사립","","1","","18575.53","","",""
"3150000","CDFH3301062019000010","20190802","","01","영업/정상","13","영업중","","","","","02-3662-8800","","","서울특별시 강서구 가양동 1480-6번지 탐라영재관 지하1층 ","서울특별시 강서구 양천로57길 10-10 탐라영재관 지하1층 (가양동)","07526","안전지대 휘트니스","20190802164008","I","2019-08-04 02:21:53.0","","186920.98482785     ","451175.097220108    ","체력단련장업","사립","","2","","15508.48","","",""
"3150000","CDFH3301062019000008","20190613","","01","영업/정상","13","영업중","","","","","6015-3200","","","서울특별시 강서구 화곡동 1066-8번지 월드빌딩 2층 ","서울특별시 강서구 화곡로 141 월드빌딩 2층 (화곡동)","07714","BELIEVE PT STUDIO","20190613185704","I","2019-06-15 02:21:11.0","","185557.800051443    ","448772.375749389    ","체력단련장업","사립","","1","","1738.03","","",""
"3150000","CDFH3301062019000005","20190417","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 마곡동 795-5번지 마곡사이언스파크뷰 305호 ","서울특별시 강서구 마곡중앙6로 85 마곡사이언스파크뷰 305호 (마곡동)","07803","웨이트마스터GYM","20190417095830","I","2019-04-19 02:20:25.0","","185514              ","450890              ","체력단련장업","사립","","1","","16513.66","","",""
"3150000","CDFH3301062019000007","20190522","","01","영업/정상","13","영업중","","","","","2607-9696","","","서울특별시 강서구 화곡동 982-17번지 크라운뷰 크라운타워 15층 일부호 ","서울특별시 강서구 화곡로 274 크라운뷰 크라운타워 15층 일부호 (화곡동)","07663","MH 토탈휘트니스 화곡점","20190522152220","I","2019-05-24 02:20:53.0","","186456.187657133    ","449645.45192818     ","체력단련장업","사립","","2","","10900.46","","",""
"3150000","CDFH3301062019000002","20190228","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 화곡동 898-1번지 화곡심포니타워 504호 ","서울특별시 강서구 강서로 27 화곡심포니타워 504호 (화곡동)","07778","벨르피티","20191205094414","U","2019-12-07 02:40:00.0","","186424.391650186    ","447580.544751681    ","체력단련장업","사립","","1","","6445.82","","",""
"3150000","CDFH3301062019000003","20190228","","01","영업/정상","13","영업중","","","","","3456-2727","","","서울특별시 강서구 등촌동 628-7번지 아벨테크노 B107호 ","서울특별시 강서구 화곡로68길 15 아벨테크노 B107호 (등촌동)","07548","짐에브리원3","20190228182250","I","2019-03-02 02:21:37.0","","187142.520159168    ","450809.366186016    ","체력단련장업","사립","","1","","29927.49","","",""
"3190000","CDFH3301062021000001","20210128","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동작구 대방동 401-7","서울특별시 동작구 상도로 8 3층 (대방동)","07055","J BODYLAB","20210128151936","I","2020-11-30 21:00:00.0","","192955.080893359","444167.172550378","","","","","","","","",""
"3200000","CDFH3301062021000003","20210127","","01","영업/정상","13","영업중","","","","","070-8873-5650","","","서울특별시 관악구 신림동 107-123","서울특별시 관악구 신림로 198 3층 (신림동)","08836","짐박스피트니스 신림4호점","20210128102601","I","2020-11-30 21:00:00.0","","194349.19279559","441431.83060494","","","","","","","","",""
"3150000","CDFH3301062019000004","20190306","","01","영업/정상","13","영업중","","","","","6085-0311","","","서울특별시 강서구 마곡동 796-3번지 마곡사이언스타워 505호 ","서울특별시 강서구 마곡동로 62 마곡사이언스타워 505호 (마곡동)","07803","건강한 운동","20190306190551","I","2019-03-08 02:21:43.0","","185247              ","450934              ","체력단련장업","사립","","1","","11097.97","","",""
"3150000","CDFH3301062018000014","20181129","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 마곡동 759-3번지 보타닉파크타워Ⅰ 12층 ","서울특별시 강서구 마곡중앙로 161-17 보타닉파크타워Ⅰ 12층 (마곡동)","07788","에이블짐 마곡나루점","20181129181501","I","2018-12-01 02:20:16.0","","184557              ","451787              ","체력단련장업","사립","","2","","23318.95","","",""
"3150000","CDFH3301062018000013","20180920","","01","영업/정상","13","영업중","","","","","3394-6881","","","서울특별시 강서구 마곡동 326-11번지 A동 ","서울특별시 강서구 양천로30길 27 A동 (마곡동)","07593","이지 스트랭스","20180920104454","U","2018-09-20 23:59:59.0","","184277.540321509    ","452229.797709717    ","체력단련장업","사립","","1","","99.36","","",""
"3100000","CDFH3301062021000006","20210716","","01","영업/정상","13","영업중","","","","","02-979-2999","","","서울특별시 노원구 중계동 515-2 정안프라자","서울특별시 노원구 동일로 1308 정안프라자 지하1층 B02호 (중계동)","01760","빌리버짐","20210716133936","I","2020-12-06 23:08:00.0","","205764.01735032","460516.391783348","","","","","","","","",""
"3150000","CDFH3301062018000012","20180907","","01","영업/정상","13","영업중","","","","","2662-7996","","","서울특별시 강서구 공항동 45-19번지 대룡드림타워-II   지하1층 ","서울특별시 강서구 공항대로 13 대룡드림타워-II 지하1층 (공항동)","07619","바크짐","20190701215425","U","2019-07-03 02:40:00.0","","183046.486354734    ","451078.900756       ","체력단련장업","사립","","1","","3658.97","","",""
"3150000","CDFH3301062018000007","20180406","","01","영업/정상","13","영업중","","","","","2659-8527","","","서울특별시 강서구 마곡동 757-2번지 마곡나루역프라이빗타워Ⅱ B105호","서울특별시 강서구 마곡중앙로 171 마곡나루역프라이빗타워Ⅱ B105호 (마곡동)","07788","리폼드 크로스핏","20180406151843","I","2018-08-31 23:59:59.0","","184733              ","451884              ","체력단련장업","사립","","1","","23296.07","","",""
"3150000","CDFH3301062018000010","20180622","","01","영업/정상","13","영업중","","","","","2658-0606","","","서울특별시 강서구 내발산동 677-9번지 신양빌딩 지층 ","서울특별시 강서구 강서로 308 신양빌딩 지층 (내발산동)","07680","공감 휘트니스","20181203105641","U","2018-12-05 02:40:00.0","","185513.959571873    ","450107.59482462     ","체력단련장업","사립","","2","","3659.82","","",""
"3050000","CDFH3301062017000002","20170623","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동대문구 이문동 288-26","서울특별시 동대문구 휘경로 5-1 6층 (이문동)","02419","팻다운짐","20210128132147","U","2020-11-30 21:00:00.0","","205309.743378991","454890.591043526","","","","","","","","",""
"3150000","CDFH3301062003000002","20030214","","01","영업/정상","13","영업중","","","","","2604-9669","","157908","서울특별시 강서구 화곡동 897-5번지 2층 ","서울특별시 강서구 강서로10길 15  (화곡동2층)","","파씨 헬스클럽","20050418115021","I","2018-08-31 23:59:59.0","","186551.955134072    ","447579.375157577    ","체력단련장업","사립","0","1","1","1056.46","","",""
"3220000","CDFH3301062018000036","20181122","","03","폐업","03","폐업","20210311","","","","02-512-2668","","","서울특별시 강남구 신사동 519-22","서울특별시 강남구 강남대로158길 35 (신사동)","06034","TNE conditioning center","20210312095005","U","2020-12-02 23:04:00.0","","201828.691362891","446394.472083332","","","","","","","","",""
"3150000","CDFH3301062019000001","20190107","","03","폐업","03","폐업","20210604","","","","","","","서울특별시 강서구 염창동 244-15 세우빌딩 지층 좌측호","서울특별시 강서구 양천로69길 19 세우빌딩 지층 좌측호 (염창동)","07544","아놀드홍짐 염창점2","20210609101403","U","2020-12-05 23:01:00.0","","188508.502580715","450136.973259432","","","","","","","","",""
"3150000","CDFH3301062005000001","20050110","","01","영업/정상","13","영업중","","","","","3663-1739","","157839","서울특별시 강서구 등촌동 632-9번지 준희빌딩 8층 ","서울특별시 강서구 양천로 606 8층 (등촌동 준희빌딩)","07552","라이프 헬스센타","20130417115052","I","2018-08-31 23:59:59.0","","188017.676607021    ","450332.811349223    ","체력단련장업","사립","","1","1","4557.31","","",""
"3150000","CDFH3301062018000004","20180313","","01","영업/정상","13","영업중","","","","","2603-1778","","","서울특별시 강서구 내발산동 722-15번지 지하1층 2호 ","서울특별시 강서구 강서로45길 28 지층 2호 (내발산동)","07639","포에버 퀸즈짐","20180313175037","I","2018-08-31 23:59:59.0","","185311.91303637     ","449552.462819786    ","체력단련장업","사립","","1","","1489.84","","",""
"3150000","CDFH3301062015000002","20150224","","01","영업/정상","13","영업중","","","","","2658-9612","","157864","서울특별시 강서구 염창동 282-23번지 2층 ","서울특별시 강서구 공항대로 627 2층 (염창동)","07558","아이앤지 짐","20181210100629","U","2018-12-12 02:40:00.0","","188843.428976776    ","449461.15251245     ","체력단련장업","사립","","2","1","5847.58","","",""
"3150000","CDFH3301062015000006","20150327","","01","영업/정상","13","영업중","","","","","2661-2224","","157210","서울특별시 강서구 마곡동 739-3번지 에스비타운 1003~1004호 ","서울특별시 강서구 마곡중앙5로 81 10층 1003~1004호 (마곡동 에스비타운)","07599","옵티멀 무브","20150327111201","I","2018-08-31 23:59:59.0","","183897              ","451681              ","체력단련장업","사립","","1","","20474.94","","",""
"3160000","CDFH3301062014000001","20140411","","01","영업/정상","13","영업중","","","","","","","","서울특별시 구로구 고척동 260-34 상암빌딩","서울특별시 구로구 고척로 149 상암빌딩 3층4층 (고척동)","08246","고척점 스포애니 주)케이디스포츠","20211015103934","U","2020-10-30 23:07:00.0","","186684.00496927","444558.942180701","","","","","","","","",""
"3040000","CDFH3301062007000007","20071226","","01","영업/정상","13","영업중","","","","","02)412-4839","","","서울특별시 광진구 자양동 636-10","서울특별시 광진구 뚝섬로 632 (자양동)","05100","타운케이 휘트니스","20210128174731","U","2020-11-30 21:00:00.0","","206977.90755825","447726.461035191","","","","","","","","",""
"3150000","CDFH3301062018000009","20180515","","03","폐업","03","폐업","20201230","","","","","","","서울특별시 강서구 마곡동 743-4 마곡엠밸리7단지 704동 102-2호","서울특별시 강서구 마곡서로 133 704동 102-2호 (마곡동 마곡엠밸리7단지)","07798","더 피트니스","20201230151541","U","2020-12-01 00:01:00.0","","184368.686658363","451726.49215700000","","","","","","","","",""
"3150000","CDFH3301062015000009","20150508","","01","영업/정상","13","영업중","","","","","2666-4110","","157846","서울특별시 강서구 방화동 180-7 4층","서울특별시 강서구 양천로26길 18 4층 (방화동)","07592","팀스파르타짐","20210107150241","U","2020-12-01 00:09:00.0","","183846.102699972","452293.455519022","","","","","","","","",""
"3150000","CDFH3301062012000004","20120417","","01","영업/정상","13","영업중","","","","","","","157937","서울특별시 강서구 내발산동 750-1번지 7층 ","서울특별시 강서구 수명로 80 7층 (내발산동)","157937","애플짐플러스","20140711180338","I","2018-08-31 23:59:59.0","","184589.971673382    ","450120.866113567    ","체력단련장업","사립","","1","","4674.6","","",""
"3150000","CDFH3301062005000005","20050503","","01","영업/정상","13","영업중","","","","","02-2064-0117","","157849","서울특별시 강서구 방화동 487-12번지 열린빌딩 2층 ","서울특별시 강서구 양천로 49 (방화동)","07516","열린산업개발 토탈휘트니스","20200402181243","U","2020-04-04 02:40:00.0","","183090.805509245    ","452349.671029508    ","체력단련장업","사립","","","1","6554.48","","",""
"3150000","CDFH3301062012000006","20120515","","01","영업/정상","13","영업중","","","","","2658-7672","","157840","서울특별시 강서구 등촌동 639-11번지 강서홈플러스 4층 ","서울특별시 강서구 화곡로 398 4층 (등촌동)","07567","인스타일 휘트니스","20120515154323","I","2018-08-31 23:59:59.0","","187119.948165892    ","450691.593173724    ","체력단련장업","사립","","2","","","","",""
"3150000","CDFH3301062017000002","20170407","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 화곡동 1076-19번지 302호 ","서울특별시 강서구 강서로 162 302호 (화곡동 SC제일은행화곡지점)","07727","코카머슬로즈PT","20170725113556","I","2018-08-31 23:59:59.0","","185883.862278207    ","448800.716215251    ","체력단련장업","사립","","1","","2557.7","","",""
"3150000","CDFH3301062016000010","20161004","","01","영업/정상","13","영업중","","","","","02-3661-8898","","","서울특별시 강서구 마곡동 795-7번지 열린프라자 503호","서울특별시 강서구 마곡중앙6로 93 503호 (마곡동 열린프라자)","07803","마블짐 휘트니스","20161004192311","I","2018-08-31 23:59:59.0","","185593              ","450880              ","체력단련장업","사립","","2","","20440.12","","",""
"3150000","CDFH3301062012000003","20120328","","01","영업/정상","13","영업중","","","","","3665-7321","","157807","서울특별시 강서구 가양동 1479-6번지 401호","서울특별시 강서구 양천로57길 9-14 401호 (가양동)","07527","MAREE PT","20121210173903","I","2018-08-31 23:59:59.0","","186816.486134083    ","451287.544509919    ","체력단련장업","사립","Y","1","","","","",""
"3150000","CDFH3301062008000005","20081001","","01","영업/정상","13","영업중","","","","","2691-4279","","","서울특별시 강서구 화곡동 888-17번지 3층 ","서울특별시 강서구 국회대로7길 195 3층 (화곡동 대송빌딩)","07787","파워 헬스","20190118142729","U","2019-01-20 02:40:00.0","","186670.573035116    ","447385.475690118    ","체력단련장업","사립","","","","1138.8","","",""
"3150000","CDFH3301062014000008","20141023","","03","폐업","03","폐업","20191203","","","","2692-0259","","157010","서울특별시 강서구 화곡동 1005-3번지 강서힐스테이트 상가 4023호","서울특별시 강서구 강서로 242 402403호 (화곡동 강서힐스테이트 상가)","07694","투핏 휘트니스","20191203194649","U","2019-12-05 02:40:00.0","","185570.89785500000  ","449764.26566400000  ","체력단련장업","사립","","1","1","31759.58","","",""
"3150000","CDFH3301062003000003","20030221","","03","폐업","03","폐업","20040906","","","","2606-2112","","157030","서울특별시 강서구 등촌동 1043-0번지 3층 ","","","그랜드헬스크럽","20051027111432","I","2018-08-31 23:59:59.0","","","","체력단련장업","사립","0","","","","","",""
"3150000","CDFH3301062015000014","20151020","","03","폐업","03","폐업","20200416","","","","","","","서울특별시 강서구 등촌동 662-3번지 신송타워 B1층 ","서울특별시 강서구 화곡로63길 93 B1층 (등촌동 신송타워)","07590","스퀘어짐 등촌점","20200416224651","U","2020-04-18 02:40:00.0","","186483.586196921    ","450699.003692987    ","체력단련장업","사립","","2","","17338.46","","",""
"3150000","CDFH3301062014000004","20140429","","01","영업/정상","13","영업중","","","","","2601-5600","","157925","서울특별시 강서구 화곡동 1075-3 콤마빌딩 4층","서울특별시 강서구 강서로 163 4층 (화곡동 콤마빌딩)","07715","스키니짐","20210820153254","U","2020-12-07 22:02:00.0","","185820.579860318","448788.208335435","","","","","","","","",""
